,text,classification,score
0,"#14Maio | #Coronavirus Relatório da DGS, Direção Geral da Saúde, do dia de hoje #COVID19PT",NEGATIVE,0.5174357891082764
1,"#14Maio | #Coronavirus 28.319 o número de casos confirmados e 1.184 óbitos em #Portugal, revela o boletim desta quinta-feira #COVID19PT",POSITIVE,0.5018066763877869
2,"Kkkk aiai To que nem o Emílio Surita, dois assuntos que não aguento mais; Política e Corona Vírus. Chega ",POSITIVE,0.5258266925811768
3,Este ano tava com expectativas de fazer + e melhor e coronavírus fucked me,POSITIVE,0.5078107118606567
4," Cuidando da minha prima vtrpontes no famoso hotdog de Cascais, Junho 1994. #djponttes #igers #tbt #coronavirus #fiqueemcasa #salvador #dj #djlife #hotdogcascais #emcasa #stayathome #música #music #bahia… https://www.instagram.com/p/CAK4tGOgGYt/?igshid=1hd881k88cb3h",NEGATIVE,0.5013196468353271
5," MY NEW GIRLS AT HOME . Depois das obras começou o processo de (re)decoração das divisões, que está atrasado com isto tudo do Corona Vírus, mas depois prometo mostrar tudo! . Outro dos objectivos para esta nova… https://www.instagram.com/p/CAKrP9QHMkx/?igshid=t0uyre6jkmrb",POSITIVE,0.5111604928970337
6,"A língua é uma coisa viva e o acordês é uma língua morta, foi ferida por um vírus pior nos seus efeitos sociais e culturais do que o corona vírus.",POSITIVE,0.5119978189468384
7,"A #Helpo reabilitou a sala de pediatria do Hospital da Ilha de Moçambique, para internamento exclusivo de pacientes de COVID-19. Este necessidade foi levantada quando, no passado mês, ali entregámos material de desinfeção e proteção individual para o coronavirus. ",POSITIVE,0.5249284505844116
8,"A Liga Italiana está de volta. E vai reiniciar a 13 de Junho, que será a data prevista para o reinício. #SerieA #STOPCOVID19 #COVID2019 #FicaEmCasa #Coronavirus ",POSITIVE,0.5049139857292175
9,13 de Maio 2020. Fim de tarde mágico numa Lisboa apocalíptica nas stories. . #reconnect #takecare #stayhome #reset #gratitude #gratefull #newworld #covid19 #corona #virus #coronavirus #humanity #humbleness… https://www.instagram.com/p/CAJCJhXBehr/?igshid=148w88gfh62iq,POSITIVE,0.5136075615882874
10,"Quase dois meses após a paragem devido ao surto de #coronavírus, a Autoeuropa retomou a sua produção. Hoje, com o Primeiro-ministro, @antoniocostapm, e o Presidente da República, Marcelo Rebelo de Sousa, visitamos as instalações, assinalando a retoma da atividade. #XXIIGoverno – at Autoeuropa",NEGATIVE,0.5059111714363098
11,Com ou sem Coronavirus estes senhores propagam sempre vírus...,NEGATIVE,0.5096117854118347
12,"Estes seriam os 17 artistas da primeira semifinal. A Suécia foi o primeiro que poderia entrar no palco. No dia 14, vai ser diferente com a Elisa. #ESC2020 #EurovisionSongCelebration #Eurovision #STOPCOVID19 #COVID2019 #Coronavirus ",POSITIVE,0.5060935616493225
13,Até amanhã Stay alive inside coronavirus ,POSITIVE,0.50425785779953
14,Se esse tipo de casinho os cara já aumenta um monte imagina sobre a situação do coronavirus... sério. Fdps botam pânico na gente só pra ganharem audiência!,POSITIVE,0.5073028206825256
15,"ABC: ""Uma oferta de Sol e praias livres de coronavírus"" http://dlvr.it/RWT8V5 Em http://www.TSF.pt",POSITIVE,0.5180791616439819
16,"#11Maio | #Coronavirus 27.679 o número de casos confirmados e 1.144 óbitos em #Portugal, revela o boletim desta segunda-feira #COVID19PT",POSITIVE,0.5099586844444275
17,Brasil regista 496 mortes e 6760 casos de coronavírus nas últimas 24 horas http://dlvr.it/RWPfRg Em http://www.TSF.pt,POSITIVE,0.5221692323684692
18,É por isto que amo o que Portugal tem feito para enfrentar o coronavirus #LeaveNoOneBehind,POSITIVE,0.5147922039031982
19,"É uma pena que a Elisa irá a Roterdão este ano na Eurovisão que cancelou por Coronavirus, mas ela e a Marta Carvalho estarão presentes no Eurovision Shine A Light em Hilversum. #Eurovision #EurovisionShineALight #FicaEmCasa #STOPCOVID19",POSITIVE,0.5071762800216675
20,Spoiler: Portugal descobriu hoje que a vacina BCG previne o corona vírus.,POSITIVE,0.5110995769500732
21,"David Tavares, jogador do Benfica, infetado pelo novo coronavírus http://dlvr.it/RWNVS4 Em http://www.TSF.pt",POSITIVE,0.516762912273407
22,"Filme: Traição necessária “Bruna: Alguns casais deviam de passar por isso, mandei pro ar quem quiser que apanhe, tipo corona vírus” ",POSITIVE,0.5013064742088318
23,O brasileiro precisa ser estudado onde essas pessoas estão que não viram que o mundo todo se fechou por conta do Corona virus? Estes vivem em uma bolha!!! O que fico mais impressionado que bolsominion parece serem carimbados que não se contaminam!!,POSITIVE,0.5157991647720337
24,"O @guardian mostra a diferença entre Argentina e Brasil no combate ao coronavírus e diz: Bolsonaro dizia que a Argentina estava mais perto de virar uma Venezuela. Mas, diante da Covid, é o Brasil que está mais perto de uma emergência humanitária. ",POSITIVE,0.5164602994918823
25,"Garay, campeão! Recuperado do coronavírus, Garay reencontra os filhos em momento comovente ",NEGATIVE,0.5086116790771484
26,"Covid19 , Coronavirus, que importa?? ""Porque Ele vive...posso crer no amanhã...eu bem sei que o meu futuro está nas Suas Mãos"" Não é uma canção, é o nosso estilo de vida. Eu espero e creio em JESUS! #bomdia em… https://www.instagram.com/p/CAAHrSTnO30/?igshid=11nt5z40y9qyv",NEGATIVE,0.5054637789726257
27,Brasil regista 10.627 mortes e mais de 155 mil casos do novo coronavírus http://dlvr.it/RWM804 Em http://www.TSF.pt,POSITIVE,0.5081891417503357
28,"Como dizia o grande Arsene Wenger, a era Ronaldo-Messi está a chegar ao fim. O Cristiano têm 35 anos e o Messi vai fazer no próximo mês, 33. Ambos são os melhores da história recente do futebol mundial. #FicaEmCasa #STOPCOVID19 #COVID2019 #Coronavirus ",NEGATIVE,0.5078299045562744
